Formulation_ID,endpoint,confidence,tier,근거인용문,사유,y,y_bin,y_src_detail,ct_cat,from_neg_recovery,y_conflict,quote_has_explicit_negative,quote_has_suspicious_marker,quote_has_no_data_marker
EyeIrritation6pack_PID457,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID458,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID459,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID46,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID460,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID462,eye,high,NONE,Serious eye damage/irritation / no data available,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,True,True
EyeIrritation6pack_PID463,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID464,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID466,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,,False,True,False,False,False
EyeIrritation6pack_PID467,eye,medium,SOURCE_CONFLICT,Serious eye damage/eye irritation  / Eyes - rabbit  / Result: No eye irritation,출처 간 서열 상충(y_conflict=True),1,1.0,ntp_measured,,False,True,True,False,False
EyeIrritation6pack_PID469,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),1,1.0,ntp_measured,,False,True,False,False,False
EyeIrritation6pack_PID47,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID471,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID473,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,,False,True,False,False,False
EyeIrritation6pack_PID474,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2A,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID475,eye,medium,SOURCE_CONFLICT,Serious eye damage/irritation --- Not Applicable,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,,False,True,False,False,True
EyeIrritation6pack_PID476,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID477,eye,medium,SOURCE_CONFLICT,Classification of the substance and mixture: / Eye irritation: Cat.2A,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,NC,False,True,False,False,False
EyeIrritation6pack_PID478,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2A,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID48,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,1,False,False,False,False,False
EyeIrritation6pack_PID480,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2A,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID481,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2A,1.0,ntp_measured,1,False,False,False,False,False
EyeIrritation6pack_PID486,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID489,eye,high,NONE,Serious eye damage/eye irritation / No data available,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,,False,False,False,True,True
EyeIrritation6pack_PID49,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,2A,False,False,False,False,False
EyeIrritation6pack_PID493,eye,high,NONE,"May cause severe eye irritation.   Eye Contact: / Severe Eye Irritation: Signs/symptoms may include significant redness, swelling, pain, tearing, cloudy appearance of the cornea, and impaired vision.",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,True,False
EyeIrritation6pack_PID494,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID495,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID497,eye,medium,SOURCE_CONFLICT,Classification of the substance or mixture / Reproductive toxicity - Category 2 - H361f / Long-term (chronic) aquatic hazard - Category 1 - H410 / Serious eye damage/eye irritation / Essentially nonirritating to eyes.,출처 간 서열 상충(y_conflict=True),NC,0.0,ntp_measured,,False,True,True,True,False
EyeIrritation6pack_PID498,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID499,eye,high,NONE,Eye irritation - Category 2 - H319,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2A,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID5,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID50,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,1,False,False,False,False,False
EyeIrritation6pack_PID500,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,,False,True,False,False,False
EyeIrritation6pack_PID501,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID502,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID503,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID504,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID505,eye,medium,CT_CONTRADICTION,,CT baseline(GHS 가산법)은 양성인데 최종 라벨은 음성 — 상충,NC,0.0,ntp_measured,1,False,False,False,False,False
EyeIrritation6pack_PID506,eye,medium,SOURCE_CONFLICT,Serious eye damage/eye irritation / Product: / Species : Rabbit / Method : OECD Test Guideline 405 / Result : No eye irritation,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,,False,True,True,False,False
EyeIrritation6pack_PID507,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID508,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),NC,0.0,ntp_measured,NC,False,True,False,False,False
EyeIrritation6pack_PID51,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID511,eye,high,NONE,Serious eye damage/eye irritation / Shall not be classified as seriously damaging to the eye or eye irritant.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,True,False,False
EyeIrritation6pack_PID512,eye,high,NONE,Serious eye damage/eye irritation  / no data available,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,True,True
EyeIrritation6pack_PID514,eye,high,NONE,3.3 Serious eye damage/eye irritation 1 Eye Dam. 1 H318,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,sds_v1,NC,False,False,False,False,False
EyeIrritation6pack_PID515,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,NC,False,True,False,False,False
EyeIrritation6pack_PID516,eye,medium,SOURCE_CONFLICT,3.3 Serious eye damage/eye irritation 1 Eye Dam. 1 H318,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,NC,False,True,False,False,False
EyeIrritation6pack_PID519,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2A,1.0,ntp_measured,NC,False,True,False,False,False
EyeIrritation6pack_PID52,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,1,False,False,False,False,False
EyeIrritation6pack_PID520,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID521,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID523,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID529,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID53,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID530,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,,False,True,False,False,False
EyeIrritation6pack_PID533,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID535,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID536,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID538,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID54,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,2A,False,False,False,False,False
EyeIrritation6pack_PID540,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID546,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,NC,False,True,False,False,False
EyeIrritation6pack_PID547,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID548,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,NC,False,True,False,False,False
EyeIrritation6pack_PID549,eye,high,NONE,Eye irritation (rabbit): Contact with eye may cause irritation,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,True,False
EyeIrritation6pack_PID55,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID551,eye,high,NONE,Eye Irritation - Category 2B H320  Causes eye irritation.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID553,eye,medium,SOURCE_CONFLICT,Eye Dam./Irrit. 2A H319 Causes serious eye irritation.,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,,False,True,False,True,False
EyeIrritation6pack_PID554,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID555,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID556,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID557,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID558,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2A,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID559,eye,high,NONE,Serious eye damage/irritation / no data available,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,True,True
EyeIrritation6pack_PID560,eye,medium,SOURCE_CONFLICT,"Eye contact Based on available data, the classification criteria are not met.",출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,2A,False,True,True,False,False
EyeIrritation6pack_PID563,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,1,False,False,False,False,False
EyeIrritation6pack_PID567,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,NC,False,True,False,False,False
EyeIrritation6pack_PID568,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID57,eye,medium,CT_CONTRADICTION,,CT baseline(GHS 가산법)은 양성인데 최종 라벨은 음성 — 상충 | 출처 간 서열 상충(y_conflict=True),NC,0.0,ntp_measured,1,False,True,False,False,False
EyeIrritation6pack_PID570,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID571,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID572,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2A,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID573,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID574,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID578,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID579,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID58,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID583,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID585,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2A,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID59,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID592,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,1,False,False,False,False,False
EyeIrritation6pack_PID593,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID594,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID600,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID601,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2A,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID602,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID607,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2A,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID608,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID61,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,1,False,False,False,False,False
EyeIrritation6pack_PID610,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID616,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID618,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2A,1.0,ntp_measured,,False,True,False,False,False
EyeIrritation6pack_PID62,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID621,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID626,eye,medium,SOURCE_CONFLICT,,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,,False,True,False,False,False
EyeIrritation6pack_PID627,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID628,eye,high,NONE,Eye Contact: Mildly Irritating (Rabbit),복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID629,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID631,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID632,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID633,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID635,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID639,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID640,eye,high,NONE,EYE IRRITATION: Information not available,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,True,False
EyeIrritation6pack_PID641,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID642,eye,high,NONE,Serious eye damage/eye irritation Direct contact with eyes may cause temporary irritation.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,True,False
EyeIrritation6pack_PID643,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID645,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID65,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID650,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID651,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID652,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID654,eye,high,NONE,"Eye May cause redness, irritation, tearing. May be absorbed through the eye and produce symptoms similar to those from ingestion. Do not get in eyes.",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,True,False
EyeIrritation6pack_PID655,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID656,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID657,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID658,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID659,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID660,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID661,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID663,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID668,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID669,eye,medium,SOURCE_CONFLICT,Serious eye damage/eye irritation / Shall not be classified as seriously damaging to the eye or eye irritant.,출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,,False,True,True,False,False
EyeIrritation6pack_PID673,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID674,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID675,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID676,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID677,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID678,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID680,eye,medium,SOURCE_CONFLICT,Eye Irritation / Category 2B / (H320) / Causes eye irritation,출처 간 서열 상충(y_conflict=True),1,1.0,ntp_measured,NC,False,True,False,False,False
EyeIrritation6pack_PID684,eye,high,NONE,Eyes: Contact may cause moderate eye irritation with corneal injury.,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,True,False
EyeIrritation6pack_PID687,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,2A,False,False,False,False,False
EyeIrritation6pack_PID689,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID690,eye,medium,SOURCE_CONFLICT,Serious eye damage/eye irritation / Product: / Species : Rabbit / Result : No eye irritation,출처 간 서열 상충(y_conflict=True),2A,1.0,ntp_measured,,False,True,True,False,False
EyeIrritation6pack_PID691,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,1,1.0,ntp_measured,2A,False,False,False,False,False
EyeIrritation6pack_PID692,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID694,eye,medium,SOURCE_CONFLICT,"Irritation/Corrosion Conclusion/Summary ... Eyes : Based on available data, the classification criteria are not met.",출처 간 서열 상충(y_conflict=True),2A,1.0,ntp_measured,,False,True,True,False,False
EyeIrritation6pack_PID695,eye,medium,SOURCE_CONFLICT,"2.1.2. Classification - EC 1272/2008Based on available data, this product is not classified as hazardous. Hazard Statement No Significant Hazard",출처 간 서열 상충(y_conflict=True),2B,1.0,ntp_measured,,False,True,True,False,False
EyeIrritation6pack_PID696,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID698,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID699,eye,high,NONE,"Serious eye damage/eye irritation : Not classified (Based on available data, the classification criteria are not met.) pH: Not applicable",복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,,False,False,True,False,True
EyeIrritation6pack_PID70,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID700,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,NC,0.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID702,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID704,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,,False,False,False,False,False
EyeIrritation6pack_PID705,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,1,False,False,False,False,False
EyeIrritation6pack_PID707,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
EyeIrritation6pack_PID708,eye,high,NONE,,복구분 아님 · 출처 상충 없음 · CT 와 모순 없음,2B,1.0,ntp_measured,NC,False,False,False,False,False
