cas,n_distinct_smiles,skeleton_conflict,all_smiles,recommended_smiles,recommendation_reason,affected_row_count
2921-88-2,2,False,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl|CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,6
317815-83-1,2,False,COC(=O)C1=CSC(C)=C1S(=O)(=O)NC(=O)N1N=C(OC)N(C)C1=O|COC(=O)c1csc(C)c1S(=O)(=O)NC(=O)n1nc(OC)n(C)c1=O,COC(=O)C1=CSC(C)=C1S(=O)(=O)NC(=O)N1N=C(OC)N(C)C1=O,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,7
330-54-1,2,False,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1|CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,17
33089-61-1,2,False,CN(C=NC1=C(C)C=C(C)C=C1)C=NC1=C(C)C=C(C)C=C1|Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,CN(C=NC1=C(C)C=C(C)C=C1)C=NC1=C(C)C=C(C)C=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,5
34256-82-1,2,False,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C|CCOCN(C(=O)CCl)c1c(C)cccc1CC,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,17
35367-38-5,2,False,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1|O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,7
35554-44-0,2,False,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl|ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,10
361377-29-9,2,False,CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F|CON=C(C1=NOCCO1)C1=C(OC2=NC=NC(OC3=CC=CC=C3Cl)=C2F)C=CC=C1,CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,"same_skeleton_single_stereo: 골격 동일, 입체정보(InChIKey 2블록=NLRVBDNBSA) 보유 SMILES가 유일하여 채택",4
36734-19-7,2,False,CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1|CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,9
38641-94-0,2,False,CC(C)N.O=C(O)CNCP(=O)(O)O|CC(C)N.OC(=O)CNCP(O)(O)=O,CC(C)N.O=C(O)CNCP(=O)(O)O,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,9
40487-42-1,2,False,CCC(CC)NC1=C(C=C(C)C(C)=C1[N+]([O-])=O)[N+]([O-])=O|CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],CCC(CC)NC1=C(C=C(C)C(C)=C1[N+]([O-])=O)[N+]([O-])=O,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,4
494793-67-8,2,False,CC(C)CC(C)C1=CC=CC=C1NC(=O)C1=C(F)N(C)N=C1C|Cc1nn(C)c(F)c1C(=O)Nc1ccccc1C(C)CC(C)C,CC(C)CC(C)C1=CC=CC=C1NC(=O)C1=C(F)N(C)N=C1C,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,14
51-03-6,2,False,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC|CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,27
52-51-7,2,False,O=[N+]([O-])C(Br)(CO)CO|OCC(Br)(CO)[N+]([O-])=O,O=[N+]([O-])C(Br)(CO)CO,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,6
52315-07-8,2,False,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1|CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,15
5234-68-4,2,False,CC1=C(C(=O)Nc2ccccc2)SCCO1|CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,9
52645-53-1,2,False,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1|CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,40
52918-63-5,2,False,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1|CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,same_skeleton_multi_stereo: 골격·중원자수(28) 동일한 입체표기 SMILES 2건 중 문자열이 가장 긴(입체표기가 가장 완전한) 것 채택,10
5598-13-0,2,False,COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl|COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,3
56-72-4,2,False,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2|CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,10
57837-19-1,2,False,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C|COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,29
57966-95-7,2,False,CCNC(=O)NC(=O)/C(C#N)=N/OC|CCNC(=O)NC(=O)C(=NOC)C#N,CCNC(=O)NC(=O)/C(C#N)=N/OC,"same_skeleton_single_stereo: 골격 동일, 입체정보(InChIKey 2블록=VZUCSPMQSA) 보유 SMILES가 유일하여 채택",4
5915-41-3,2,False,CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1|CCNc1nc(Cl)nc(NC(C)(C)C)n1,CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,4
60207-90-1,2,False,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1|CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,21
65195-56-4,2,False,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O|[H][C@@]12OCC3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)C(C)=CC[C@]4([H])C[C@@]([H])(C[C@@]5(O[C@H](C(C)C)[C@@H](C)C=C5)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,[H][C@@]12OCC3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)C(C)=CC[C@]4([H])C[C@@]([H])(C[C@@]5(O[C@H](C(C)C)[C@@H](C)C=C5)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,same_skeleton_multi_stereo: 골격·중원자수(61) 동일한 입체표기 SMILES 2건 중 문자열이 가장 긴(입체표기가 가장 완전한) 것 채택,4
65733-16-6,2,False,COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C|COC(C)(C)CCC[C@H](C)CC=CC(C)=CC(=O)OC(C)C,COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C,same_skeleton_multi_stereo: 골격·중원자수(22) 동일한 입체표기 SMILES 2건 중 문자열이 가장 긴(입체표기가 가장 완전한) 것 채택,10
66215-27-8,2,False,NC1=NC(NC2CC2)=NC(N)=N1|Nc1nc(N)nc(NC2CC2)n1,NC1=NC(NC2CC2)=NC(N)=N1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,3
66230-04-4,2,False,CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1|CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,same_skeleton_multi_stereo: 골격·중원자수(30) 동일한 입체표기 SMILES 2건 중 문자열이 가장 긴(입체표기가 가장 완전한) 것 채택,8
68359-37-5,2,False,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1|CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,11
69770-45-2,2,False,CC1(C)C(C=C(Cl)C2=CC=C(Cl)C=C2)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=C(F)C=C1|CC1(C)C(C=C(Cl)c2ccc(Cl)cc2)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)C2=CC=C(Cl)C=C2)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=C(F)C=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,8
70630-17-0,2,False,COCC(=O)N([C@H](C)C(=O)OC)C1=C(C)C=CC=C1C|COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC,COCC(=O)N([C@H](C)C(=O)OC)C1=C(C)C=CC=C1C,same_skeleton_multi_stereo: 골격·중원자수(20) 동일한 입체표기 SMILES 2건 중 문자열이 가장 긴(입체표기가 가장 완전한) 것 채택,21
74223-64-6,2,False,COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=NC(C)=N1|COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=NC(C)=N1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,6
7664-93-9,2,False,O=S(=O)(O)O|OS(O)(=O)=O,O=S(=O)(O)O,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,6
77182-82-2,2,False,CP(=O)(O)CCC(N)C(=O)[O-].[NH4+]|[NH4+].CP(O)(=O)CCC(N)C([O-])=O,CP(=O)(O)CCC(N)C(=O)[O-].[NH4+],same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,6
82-66-6,2,False,O=C(C(C1=CC=CC=C1)C1=CC=CC=C1)C1C(=O)C2=C(C=CC=C2)C1=O|O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,O=C(C(C1=CC=CC=C1)C1=CC=CC=C1)C1C(=O)C2=C(C=CC=C2)C1=O,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,3
82657-04-3,2,False,CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1|Cc1c(COC(=O)[C@@H]2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,same_skeleton_multi_stereo: 골격·중원자수(29) 동일한 입체표기 SMILES 2건 중 문자열이 가장 긴(입체표기가 가장 완전한) 것 채택,68
84087-01-4,2,False,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12|OC(=O)C1=C(Cl)C=CC2=CC(Cl)=CN=C12,OC(=O)C1=C(Cl)C=CC2=CC(Cl)=CN=C12,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,7
85-00-7,2,False,[Br-].[Br-].C1C[N+]2=CC=CC=C2C2=CC=CC=[N+]12|[Br-].[Br-].c1cc[n+]2c(c1)-c1cccc[n+]1CC2,[Br-].[Br-].C1C[N+]2=CC=CC=C2C2=CC=CC=[N+]12,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,8
858956-08-8,2,False,NC1=NC(=NC(C(O)=O)=C1Cl)C1CC1|Nc1nc(C2CC2)nc(C(=O)O)c1Cl,NC1=NC(=NC(C(O)=O)=C1Cl)C1CC1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,4
87392-12-9,2,False,CCC1=C(N([C@@H](C)COC)C(=O)CCl)C(C)=CC=C1|CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,CCC1=C(N([C@@H](C)COC)C(=O)CCl)C(C)=CC=C1,same_skeleton_multi_stereo: 골격·중원자수(19) 동일한 입체표기 SMILES 2건 중 문자열이 가장 긴(입체표기가 가장 완전한) 것 채택,3
87674-68-8,2,False,COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C|COCC(C)N(C(=O)CCl)c1c(C)csc1C,COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,5
88-04-0,2,False,CC1=CC(O)=CC(C)=C1Cl|Cc1cc(O)cc(C)c1Cl,CC1=CC(O)=CC(C)=C1Cl,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,3
88671-89-0,2,False,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1|CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,4
90-43-7,2,False,OC1=C(C=CC=C1)C1=CC=CC=C1|Oc1ccccc1-c1ccccc1,OC1=C(C=CC=C1)C1=CC=CC=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,8
907204-31-3,2,False,CN1C=C(C(=O)NC2=C(C=CC=C2)C2=CC(F)=C(F)C(F)=C2)C(=N1)C(F)F|Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,CN1C=C(C(=O)NC2=C(C=CC=C2)C2=CC(F)=C(F)C(F)=C2)C(=N1)C(F)F,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,6
90982-32-4,2,False,CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(Cl)=N1|CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(Cl)=N1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,4
91465-08-6,2,False,CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1|CC1(C)[C@H](C=C(/Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,CC1(C)[C@H](C=C(/Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,same_skeleton_multi_stereo: 골격·중원자수(31) 동일한 입체표기 SMILES 2건 중 문자열이 가장 긴(입체표기가 가장 완전한) 것 채택,26
93-65-2,2,False,CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O|Cc1cc(Cl)ccc1OC(C)C(=O)O,CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,6
95737-68-1,2,False,CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1|CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1,same_inchikey_notation_only: InChIKey 완전 동일(입체정보 없음) — SMILES 표기 차이일 뿐이므로 임의 대표(문자열 최장) 채택,13
