Formulation_ID,ingredient_name,cas,strategy,value,src,confidence,detail,idx,보류사유
EyeIrritation6pack_PID1064,Oxamide <=100,471-46-5,전략2_CASmedian_n<3,100.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",250,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX100,Fosetyl Aluminium,39148-24-8,전략2_CASmedian_n<3,76.0,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",2300,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX100,Sodium diisopropylnaphthalene sulphonate,1322-93-6,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2301,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID375,"4,5-Dichloro-2-N-octyl-4-isothiazolin-3-one <0.075",64359-81-5,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",767,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID115,Tetrahydrofurfuryl alcohol 30,97-99-4,전략2_CASmedian_n<3,45.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",258,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID116,hydramethylnon,67485-29-4,전략2_CASmedian_n<3,0.37,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",259,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID802,"White Mineral Oil, (Petroleum) 30.00",8042-47-5,전략2_CASmedian_n<3,73.7,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",1798,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID802,Isopropyl Myristate 30.00,110-27-0,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1799,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID802,Ethyl (L)-lactate 10.00,687-47-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1800,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID378,RN,104104-12-3,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",777,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX766,quinoxyfen,124495-18-7,전략2_CASmedian_n<3,38.04,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",4874,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX766,· Index number:613,138-00-7,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4875,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID802,Geraniol 5.00,106-24-1,전략2_CASmedian_n<3,17.28,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",1801,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID802,Carbon dioxide 1.00,124-38-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1802,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX189,RN,104104-12-3,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2831,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID806,"Potassium hydroxide, KOH 5",1310-58-3,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1814,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX1007,Myrrh essential oil,8016-37-3,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2328,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX1007,Myrrh essential oil,84929-26-0,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2329,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX770,· Index number:603,197-00-7,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4888,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX192,Molecular Weight: 471.98,181885-68-7,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2845,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX327,For explanation of abbreviations see section 16,17265-14-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3360,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX327,a brand of 7N FREUDENBERG,8042-47-5,전략2_CASmedian_n<3,73.7,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",3361,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX327,OKS 476,68411-46-1,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3362,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX447,Index No 607,432-00-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3876,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID610,Copper sulfate,7758-98-7,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1329,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX785,2-Ethoxyethanol,110-80-5,전략2_CASmedian_n<3,20.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4914,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX785,Triton X 100,9002-93-1,전략2_CASmedian_n<3,10.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4915,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID610,Lignosulfonic acid,8062-15-5,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1330,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX451,Enniatin B,917-13-5,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3892,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX787,Sodium dodecyl sulfate,151-21-3,전략2_CASmedian_n<3,90.91,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4918,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX102,"Additional Information – Contains trace amounts of Hexachlorobenzene, (CAS#",118-45-6,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2359,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID131,"Distillates (petroleum), hydrotreated light paraffinic",64742-55-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",314,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX331,Potassium salt of glyphosate,70901-12-1,전략2_CASmedian_n<3,38.5,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",3386,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX79,"Distillates (petroleum), hydrotreated light paraffinic",64742-55-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4924,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID815,chlorsulfuron,64902-72-3,전략2_CASmedian_n<3,15.8,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",1853,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX20,Tembotrione,335104-84-2,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2878,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX58,Acetamiprid,135410-20-7,전략2_CASmedian_n<3,0.26,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4415,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX58,Propylene Carbonate S 5-15,108-32-7,전략2_CASmedian_n<3,10.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4416,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX200,"Sodium alkylnaphthalenesulfonate, formaldehyde condensate (-No)",36290-04-7,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2880,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX790,Hydrochloric acid,7647-01-0,전략2_CASmedian_n<3,5.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4927,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX790,Citric acid,77-92-9,전략2_CASmedian_n<3,5.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4929,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX792,Phosphoric acid,7664-38-2,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4933,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX453,Spirodiclofen,148477-71-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3901,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID144,Muriate of Potash,7447-40-7,전략2_CASmedian_n<3,10.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",329,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID144,Urea,57-13-6,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",330,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX458,Spiroxamine,118134-30-8,전략2_CASmedian_n<3,31.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",3913,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX586,Index No 616,111-00-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4430,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID827,Avermectin B1b,65195-56-4,전략2_CASmedian_n<3,92.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",1876,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX59,Acetamiprid,135410-20-7,전략2_CASmedian_n<3,0.26,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4438,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX59,Propylene Carbonate S 5-15,108-32-7,전략2_CASmedian_n<3,10.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4439,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID828,Index No 612,252-00-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1879,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX1029,Citronellyl Acetate,150-84-5,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2396,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX208,emamectin benzoate,155569-91-8,전략2_CASmedian_n<3,55.0,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",2910,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX209,Flonicamid,158062-67-0,전략2_CASmedian_n<3,98.4,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",2911,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX340,Sodium Hypochlorite,7681-52-9,전략2_CASmedian_n<3,52.5,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",3424,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID629,For explanation of abbreviations see section 16,17265-14-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1377,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID629,a brand of 7N FREUDENBERG,8042-47-5,전략2_CASmedian_n<3,73.7,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",1378,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID629,OKS 476,68411-46-1,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1379,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX463,Molecular Weight : 294.10,6132-04-3,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",3943,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID154,Acetamiprid,135410-20-7,전략2_CASmedian_n<3,0.26,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",361,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID154,Propylene Carbonate S 5-15,108-32-7,전략2_CASmedian_n<3,10.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",362,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX212,Product name : Fluoxastrobin,193740-76-0,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2921,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID155,Acetamiprid,135410-20-7,전략2_CASmedian_n<3,0.26,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",364,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID155,Propylene Carbonate S 5-15,108-32-7,전략2_CASmedian_n<3,10.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",365,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX805,Triton X-100,9002-93-1,전략2_CASmedian_n<3,10.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4972,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID168,Note : Spinosad is comprised of Spinosyn A () and Spinosyn D,131929-60-7,전략2_CASmedian_n<3,0.001,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",371,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID639,Chemical Name: Mesosulfuron-methyl sodium salt,208465-19-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1398,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX810,"Diethyl trans-1,4-Cyclohexanedicarboxylate",19145-96-1,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4983,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX1037,Clove stem oil,8000-34-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2424,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX810,"diethyl cis-1,4-cyclohexanedicarboxylate",72903-27-6,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4984,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX811,"1,4-Cyclohexanediol, mixture of cis and trans",556-48-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4985,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX811,cis-1-Ethoxy-4-(2-methylbutan-2-yl)cyclohexane,181258-87-7,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4986,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX811,trans-1-Ethoxy-4-(2-methylbutan-2-yl)cyclohexane,181258-89-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4987,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX812,"Benzene, 1-(1-methylethyl)-3-(1-phenylethyl)-",191044-59-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4989,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX812,"Benzene, 1-(1-methylethyl)-2-(1-phenylethyl)-",191044-60-7,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4990,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX812,"Benzene, 1-(1-methylethyl)-4-(1-phenylethyl)-",2320-06-1,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4991,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID641,methanol (-No),67-56-1,전략2_CASmedian_n<3,1.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",1401,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID642,Metaflumizone HYDRAZINECARBOXAMIDE,139968-49-3,전략2_CASmedian_n<3,0.0615,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",1403,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID419,"Sodium alkylnaphthalenesulfonate, formaldehyde condensate (-No)",36290-04-7,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",899,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX222,Index No 613,164-00-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2948,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID643,Molecular Weight: 506.40,139968-49-3,전략2_CASmedian_n<3,0.0615,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",1405,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID65,Calcium Carbonate 15-90,471-34-1,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1409,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID65,Urea 15-40,57-13-6,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1410,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID65,Potassium Chloride 5-20,7447-40-7,전략2_CASmedian_n<3,10.0,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",1411,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID65,Potassium Sulfate 5-20,7778-80-5,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1412,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX817,"4-Penten-1-one, 1-spiro[4.5]dec-6-en-7-yl-",224031-71-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5002,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID65,Monoammonium Phosphate 5-20,7722-76-1,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1413,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX224,2-Butoxyethanol,111-76-2,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2956,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID422,mol,126833-17-8,전략2_CASmedian_n<3,95.4,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",909,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID422,Index No 616,111-00-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",910,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX224,Sodium Silicate,6834-92-0,전략2_CASmedian_n<3,5.0,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",2957,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID65,"Iron Oxide, Saccharated 0-4",8047-67-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1415,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX1043,Pine needle oil,8000-26-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2449,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX227,*The full texts of the phrases are shown in Section 16,8052-42-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2961,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX227,THE SEAL OF QUALITY,8052-41-3,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2962,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID433,from Monopotassium Phosphate not listed,7778-77-0,전략2_CASmedian_n<3,31.1,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",917,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID844,Clarified Hydrophobic Extract of Neem Oil Neem Oil,947173-77-5,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",1941,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX475,Terbutylazine,5915-41-3,전략2_CASmedian_n<3,4.0,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",3989,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX822,Sodium silicate,1344-09-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5017,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID435,· Index number:616,216-00-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",922,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX823,Cyanoguanidine,461-58-5,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5019,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX823,Formaldehyde,50-00-0,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5020,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX825,Ethylene oxide,75-21-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5023,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX825,"1,2-Propylene oxide",75-56-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5024,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX48,Molecular Weight: 506.40,139968-49-3,전략2_CASmedian_n<3,0.0615,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",4000,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX826,Ethylene oxide,75-21-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5026,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX826,"1,2-Propylene oxide",75-56-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5027,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID441,N-(4-Nitrophenyl)-N'-propylurea,13141-86-1,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",932,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX827,Ethylene oxide,75-21-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5029,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX827,"1,2-Propylene oxide",75-56-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5030,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID443,Index No 613,164-00-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",935,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX828,Sodium Silicate,1344-09-8,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5031,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX480,Ammonium Polyphosphate Solution 00-10,68333-79-9,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4001,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX480,Potassium Dihydrogen Phosphate 00-10,7778-77-0,전략2_CASmedian_n<3,31.1,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",4002,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX480,"Potassium Phosphate, Dibasic KH PO 00-10",7758-11-4,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",4003,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID45,· Index number:616,37-00-6,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",940,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID658,0-1 proflavine hemisulfate dihydrate,1811-28-5,전략2_CASmedian_n<3,0.5,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",1454,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX105,N-(4-Nitrophenyl)-N'-propylurea,13141-86-1,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2484,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX366,Toluene 30,108-88-3,전략2_CASmedian_n<3,40.0,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",3516,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX839,Potassium silicate <=100,1312-76-1,전략2_CASmedian_n<3,29.1,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",5053,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID462,Product name : Fluoxastrobin,193740-76-0,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",958,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID837,Potassium salt of glyphosate,70901-12-1,전략2_CASmedian_n<3,38.5,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",1920,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID673,Potassium salt of glyphosate,70901-12-1,전략2_CASmedian_n<3,38.5,동일CAS_median,낮음,"동일CAS n=1, pct_status=ok",1474,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX842,2-Butoxyethanol,111-76-2,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",5062,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
EyeIrritation6pack_PID838,Identifiers,87392-12-9,전략2_CASmedian_n<3,31.95,동일CAS_median,낮음,"동일CAS n=2, pct_status=ok",1922,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
MIX1053,"4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-3-buten-2-one",14901-07-6,전략2_CASmedian_n<3,,동일CAS_median,낮음,"동일CAS n=0, pct_status=ok",2506,동일CAS 대표값 n<3 — 중앙값의 신뢰도 부족
